train set£º
id: 3.png, label: 0, size: 448545
id: 284.png, label: 0, size: 1395105
id: 288.png, label: 0, size: 619395
id: 289.png, label: 0, size: 1712070
id: 290.png, label: 0, size: 2216715
id: 291.png, label: 0, size: 200175
id: 292.png, label: 0, size: 676515
id: 293.png, label: 0, size: 683145
id: 294.png, label: 0, size: 1262250
id: 295.png, label: 0, size: 916215
id: 296.png, label: 0, size: 2202690
id: 297.png, label: 0, size: 498015
id: 299.png, label: 0, size: 972315
id: 301.png, label: 0, size: 84405
id: 302.png, label: 0, size: 256020
id: 303.png, label: 0, size: 1138320
id: 304.png, label: 0, size: 1826820
id: 305.png, label: 0, size: 387345
id: 306.png, label: 0, size: 928965
id: 307.png, label: 0, size: 442680
id: 308.png, label: 0, size: 272850
id: 309.png, label: 0, size: 2817750
id: 311.png, label: 0, size: 2393940
id: 312.png, label: 0, size: 2446470
id: 313.png, label: 0, size: 341445
id: 314.png, label: 0, size: 1096500
id: 316.png, label: 0, size: 5907330
id: 317.png, label: 0, size: 1370880
id: 318.png, label: 0, size: 66300
id: 319.png, label: 0, size: 635205
id: 320.png, label: 0, size: 432225
id: 321.png, label: 0, size: 52020
id: 322.png, label: 0, size: 193545
id: 323.png, label: 0, size: 473280
id: 325.png, label: 0, size: 171105
id: 326.png, label: 0, size: 1710030
id: 327.png, label: 0, size: 1440240
id: 329.png, label: 0, size: 117810
id: 330.png, label: 0, size: 2294235
id: 331.png, label: 0, size: 296310
id: 332.png, label: 0, size: 164730
id: 333.png, label: 0, size: 1850025
id: 334.png, label: 0, size: 402645
id: 335.png, label: 0, size: 1138065
id: 336.png, label: 0, size: 659685
id: 337.png, label: 0, size: 436305
id: 338.png, label: 0, size: 178245
id: 339.png, label: 0, size: 1669740
id: 340.png, label: 0, size: 4315620
id: 341.png, label: 0, size: 2441880
id: 342.png, label: 0, size: 4014465
id: 343.png, label: 0, size: 1305345
id: 344.png, label: 0, size: 815490
id: 345.png, label: 0, size: 157590
id: 346.png, label: 0, size: 2802705
id: 347.png, label: 0, size: 250665
id: 348.png, label: 0, size: 232050
id: 349.png, label: 0, size: 297840
id: 350.png, label: 0, size: 2242470
id: 351.png, label: 0, size: 453645
id: 352.png, label: 0, size: 176460
id: 354.png, label: 0, size: 1494300
id: 355.png, label: 0, size: 2389350
id: 356.png, label: 0, size: 2480895
id: 357.png, label: 0, size: 633930
id: 359.png, label: 0, size: 278970
id: 360.png, label: 0, size: 674475
id: 361.png, label: 0, size: 1320390
id: 362.png, label: 0, size: 210630
id: 363.png, label: 0, size: 350370
id: 364.png, label: 0, size: 862665
id: 365.png, label: 0, size: 523515
id: 366.png, label: 0, size: 1180905
id: 367.png, label: 0, size: 2158575
id: 368.png, label: 0, size: 326910
id: 371.png, label: 0, size: 3095955
id: 373.png, label: 0, size: 673455
id: 374.png, label: 0, size: 95115
id: 375.png, label: 0, size: 1195440
id: 376.png, label: 0, size: 3858405
id: 377.png, label: 0, size: 365670
id: 378.png, label: 0, size: 513315
id: 379.png, label: 0, size: 505155
id: 381.png, label: 0, size: 1236240
id: 382.png, label: 0, size: 2257770
id: 383.png, label: 0, size: 989655
id: 384.png, label: 0, size: 1587375
id: 385.png, label: 0, size: 878220
id: 387.png, label: 0, size: 1203090
id: 388.png, label: 0, size: 307020
id: 389.png, label: 0, size: 455940
id: 390.png, label: 0, size: 334305
id: 392.png, label: 0, size: 4239885
id: 393.png, label: 0, size: 4306695
id: 395.png, label: 0, size: 1980840
id: 398.png, label: 0, size: 3603915
id: 399.png, label: 0, size: 2330955
id: 401.png, label: 0, size: 1827840
id: 402.png, label: 0, size: 769590
id: 404.png, label: 0, size: 7186410
id: 405.png, label: 0, size: 5118870
id: 406.png, label: 0, size: 2465340
id: 408.png, label: 0, size: 1259700
id: 409.png, label: 0, size: 6115920
id: 411.png, label: 0, size: 1905870
id: 412.png, label: 0, size: 6693495
id: 413.png, label: 0, size: 247605
id: 414.png, label: 0, size: 5140545
id: 415.png, label: 0, size: 7749450
id: 417.png, label: 0, size: 573495
id: 418.png, label: 0, size: 561000
id: 420.png, label: 0, size: 2103495
id: 421.png, label: 0, size: 2486760
id: 422.png, label: 0, size: 3066630
id: 423.png, label: 0, size: 1104405
id: 425.png, label: 0, size: 334815
id: 426.png, label: 0, size: 5180325
id: 428.png, label: 0, size: 1001385
id: 429.png, label: 0, size: 209610
id: 430.png, label: 0, size: 674220
id: 431.png, label: 0, size: 269280
id: 432.png, label: 0, size: 1301775
id: 433.png, label: 0, size: 285855
id: 434.png, label: 0, size: 2737425
id: 435.png, label: 0, size: 337620
id: 463.png, label: 1, size: 219300
id: 477.png, label: 1, size: 1041930
id: 478.png, label: 1, size: 1200795
id: 479.png, label: 1, size: 1303305
id: 481.png, label: 1, size: 2002005
id: 482.png, label: 1, size: 2033115
id: 484.png, label: 1, size: 1940295
id: 485.png, label: 1, size: 885105
id: 487.png, label: 1, size: 785910
id: 488.png, label: 1, size: 4327605
id: 489.png, label: 1, size: 367965
id: 490.png, label: 1, size: 3248190
id: 491.png, label: 1, size: 1042185
id: 492.png, label: 1, size: 186405
id: 493.png, label: 1, size: 1315800
id: 494.png, label: 1, size: 4382940
id: 495.png, label: 1, size: 6622605
id: 497.png, label: 1, size: 3606465
id: 498.png, label: 1, size: 5901210
id: 499.png, label: 1, size: 3756405
id: 500.png, label: 1, size: 2371245
id: 503.png, label: 1, size: 4163130
id: 504.png, label: 1, size: 3552915
id: 505.png, label: 1, size: 3388950
id: 506.png, label: 1, size: 3533025
id: 507.png, label: 1, size: 4006050
id: 508.png, label: 1, size: 6321705
id: 510.png, label: 1, size: 9403635
id: 511.png, label: 1, size: 7053555
id: 512.png, label: 1, size: 593895
id: 513.png, label: 1, size: 3726825
id: 515.png, label: 1, size: 84405
id: 516.png, label: 1, size: 1323705
id: 519.png, label: 1, size: 1107975
id: 521.png, label: 1, size: 1340280
id: 522.png, label: 1, size: 4886820
id: 523.png, label: 1, size: 2354670
id: 524.png, label: 1, size: 813960
id: 525.png, label: 1, size: 1466505
id: 526.png, label: 1, size: 2133330
id: 527.png, label: 1, size: 1271685
id: 528.png, label: 1, size: 1786530
id: 530.png, label: 1, size: 3521805
id: 531.png, label: 1, size: 3594480
id: 533.png, label: 1, size: 2801175
id: 534.png, label: 1, size: 5191290
id: 536.png, label: 1, size: 2214165
id: 538.png, label: 1, size: 3049800
id: 539.png, label: 1, size: 1529745
id: 542.png, label: 1, size: 610470
id: 545.png, label: 1, size: 1714875
id: 546.png, label: 1, size: 1823250
id: 547.png, label: 1, size: 1340535
id: 548.png, label: 1, size: 1114605
id: 549.png, label: 1, size: 5709960
id: 551.png, label: 1, size: 1044735
id: 553.png, label: 1, size: 2273070
id: 554.png, label: 1, size: 3910680
id: 555.png, label: 1, size: 1547850
id: 557.png, label: 1, size: 5376165
id: 559.png, label: 1, size: 5935635
id: 562.png, label: 1, size: 3698265
id: 564.png, label: 1, size: 5466690
id: 565.png, label: 1, size: 3565665
id: 566.png, label: 1, size: 5195880
id: 568.png, label: 1, size: 465885
id: 569.png, label: 1, size: 555135
id: 570.png, label: 1, size: 2906235
id: 571.png, label: 1, size: 1009035
id: 572.png, label: 1, size: 4387785
id: 573.png, label: 1, size: 6417585
id: 574.png, label: 1, size: 2631090
id: 576.png, label: 1, size: 631380
id: 577.png, label: 1, size: 2935050
id: 578.png, label: 1, size: 1654440
id: 579.png, label: 1, size: 3584790
id: 580.png, label: 1, size: 575280
id: 581.png, label: 1, size: 2110380
id: 584.png, label: 1, size: 1531530
id: 585.png, label: 1, size: 2003280
id: 586.png, label: 1, size: 4588470
id: 587.png, label: 1, size: 737970
id: 588.png, label: 1, size: 2903430
id: 589.png, label: 1, size: 923610
id: 590.png, label: 1, size: 3359370
id: 591.png, label: 1, size: 775965
id: 592.png, label: 1, size: 1007250
id: 593.png, label: 1, size: 960585
id: 594.png, label: 1, size: 1341555
id: 595.png, label: 1, size: 1451460
id: 596.png, label: 1, size: 3473355
id: 597.png, label: 1, size: 991440
id: 599.png, label: 1, size: 793560
id: 600.png, label: 1, size: 3173730
id: 601.png, label: 1, size: 2076210
id: 602.png, label: 1, size: 3363450
id: 603.png, label: 1, size: 3916545
id: 604.png, label: 1, size: 1011585
id: 605.png, label: 1, size: 2732325
id: 606.png, label: 1, size: 531420
id: 607.png, label: 1, size: 2316930
id: 608.png, label: 1, size: 2696370
id: 609.png, label: 1, size: 1193910
id: 610.png, label: 1, size: 627300
id: 611.png, label: 1, size: 927435
id: 612.png, label: 1, size: 711960
id: 613.png, label: 1, size: 4811595
id: 614.png, label: 1, size: 1279590
id: 616.png, label: 1, size: 1101090
id: 617.png, label: 1, size: 3962445
id: 618.png, label: 1, size: 6457875
id: 619.png, label: 1, size: 624750
id: 620.png, label: 1, size: 728535
id: 621.png, label: 1, size: 3615390
id: 623.png, label: 1, size: 1863030
id: 625.png, label: 1, size: 2691270
id: 626.png, label: 1, size: 922080
id: 627.png, label: 1, size: 1641690
id: 628.png, label: 1, size: 1482060
id: 629.png, label: 1, size: 2695605
id: 630.png, label: 1, size: 869040
id: 631.png, label: 1, size: 1659795
id: 632.png, label: 1, size: 3259920
id: 633.png, label: 1, size: 3889770
id: 634.png, label: 1, size: 2416890
id: 635.png, label: 1, size: 1255875
id: 637.png, label: 1, size: 881790
id: 638.png, label: 1, size: 1746750
id: 639.png, label: 1, size: 2561985
id: 640.png, label: 1, size: 1030965
id: 642.png, label: 1, size: 3393540
id: 643.png, label: 1, size: 2483445
id: 644.png, label: 1, size: 3554700
id: 645.png, label: 1, size: 3032970
id: 647.png, label: 1, size: 967470
id: 672.png, label: 2, size: 0
id: 673.png, label: 2, size: 0
id: 674.png, label: 2, size: 0
id: 676.png, label: 2, size: 0
id: 678.png, label: 2, size: 0
id: 679.png, label: 2, size: 0
id: 680.png, label: 2, size: 0
id: 681.png, label: 2, size: 0
id: 683.png, label: 2, size: 0
id: 684.png, label: 2, size: 0
id: 685.png, label: 2, size: 0
id: 686.png, label: 2, size: 0
id: 688.png, label: 2, size: 0
id: 689.png, label: 2, size: 0
id: 690.png, label: 2, size: 0
id: 691.png, label: 2, size: 0
id: 692.png, label: 2, size: 0
id: 693.png, label: 2, size: 0
id: 694.png, label: 2, size: 0
id: 695.png, label: 2, size: 0
id: 696.png, label: 2, size: 0
id: 697.png, label: 2, size: 0
id: 701.png, label: 2, size: 0
id: 702.png, label: 2, size: 0
id: 703.png, label: 2, size: 0
id: 704.png, label: 2, size: 0
id: 705.png, label: 2, size: 0
id: 706.png, label: 2, size: 0
id: 707.png, label: 2, size: 0
id: 708.png, label: 2, size: 0
id: 710.png, label: 2, size: 0
id: 711.png, label: 2, size: 0
id: 713.png, label: 2, size: 0
id: 714.png, label: 2, size: 0
id: 715.png, label: 2, size: 0
id: 718.png, label: 2, size: 0
id: 719.png, label: 2, size: 0
id: 720.png, label: 2, size: 0
id: 721.png, label: 2, size: 0
id: 724.png, label: 2, size: 0
id: 725.png, label: 2, size: 0
id: 726.png, label: 2, size: 0
id: 728.png, label: 2, size: 0
id: 730.png, label: 2, size: 0
id: 732.png, label: 2, size: 0
id: 734.png, label: 2, size: 0
id: 735.png, label: 2, size: 0
id: 736.png, label: 2, size: 0
id: 737.png, label: 2, size: 0
id: 738.png, label: 2, size: 0
id: 739.png, label: 2, size: 0
id: 740.png, label: 2, size: 0
id: 742.png, label: 2, size: 0
id: 743.png, label: 2, size: 0
id: 744.png, label: 2, size: 0
id: 745.png, label: 2, size: 0
id: 747.png, label: 2, size: 0
id: 748.png, label: 2, size: 0
id: 749.png, label: 2, size: 0
id: 750.png, label: 2, size: 0
id: 751.png, label: 2, size: 0
id: 752.png, label: 2, size: 0
id: 753.png, label: 2, size: 0
id: 754.png, label: 2, size: 0
id: 755.png, label: 2, size: 0
id: 756.png, label: 2, size: 0
id: 757.png, label: 2, size: 0
id: 758.png, label: 2, size: 0
id: 759.png, label: 2, size: 0
id: 760.png, label: 2, size: 0
id: 761.png, label: 2, size: 0
id: 763.png, label: 2, size: 0
id: 764.png, label: 2, size: 0
id: 765.png, label: 2, size: 0
id: 767.png, label: 2, size: 0
id: 769.png, label: 2, size: 0
id: 770.png, label: 2, size: 0
id: 771.png, label: 2, size: 0
id: 772.png, label: 2, size: 0
id: 773.png, label: 2, size: 0
id: 774.png, label: 2, size: 0
id: 775.png, label: 2, size: 0
id: 776.png, label: 2, size: 0
id: 778.png, label: 2, size: 0
id: 779.png, label: 2, size: 0

validation set£º
id: 2.png, label: 0, size: 593640
id: 11.png, label: 0, size: 81345
id: 13.png, label: 0, size: 2266440
id: 17.png, label: 0, size: 327675
id: 18.png, label: 0, size: 3317550
id: 20.png, label: 0, size: 716805
id: 100.png, label: 0, size: 1097265
id: 102.png, label: 0, size: 815745
id: 104.png, label: 0, size: 143565
id: 105.png, label: 0, size: 289425
id: 106.png, label: 0, size: 336600
id: 108.png, label: 0, size: 516375
id: 109.png, label: 0, size: 1800045
id: 110.png, label: 0, size: 2424795
id: 111.png, label: 0, size: 260865
id: 112.png, label: 0, size: 208335
id: 113.png, label: 0, size: 634950
id: 115.png, label: 0, size: 277950
id: 116.png, label: 0, size: 206040
id: 118.png, label: 0, size: 280245
id: 120.png, label: 0, size: 57630
id: 121.png, label: 0, size: 758880
id: 122.png, label: 0, size: 528870
id: 124.png, label: 0, size: 317475
id: 125.png, label: 0, size: 186150
id: 126.png, label: 0, size: 216240
id: 127.png, label: 0, size: 373065
id: 128.png, label: 0, size: 248115
id: 130.png, label: 0, size: 945795
id: 131.png, label: 0, size: 4414305
id: 133.png, label: 0, size: 217770
id: 134.png, label: 0, size: 159120
id: 135.png, label: 0, size: 414630
id: 136.png, label: 0, size: 529380
id: 137.png, label: 0, size: 205785
id: 138.png, label: 0, size: 102765
id: 140.png, label: 0, size: 3248700
id: 141.png, label: 0, size: 8571315
id: 142.png, label: 0, size: 164475
id: 143.png, label: 0, size: 89505
id: 144.png, label: 0, size: 46410
id: 147.png, label: 0, size: 237150
id: 148.png, label: 0, size: 715530
id: 152.png, label: 0, size: 3933885
id: 157.png, label: 0, size: 698190
id: 158.png, label: 0, size: 2364615
id: 164.png, label: 0, size: 2638485
id: 168.png, label: 0, size: 787440
id: 170.png, label: 0, size: 793305
id: 172.png, label: 0, size: 402390
id: 173.png, label: 0, size: 1701870
id: 174.png, label: 0, size: 1573860
id: 175.png, label: 0, size: 854250
id: 178.png, label: 0, size: 1209975
id: 180.png, label: 0, size: 421515
id: 186.png, label: 0, size: 1310955
id: 188.png, label: 0, size: 7500570
id: 190.png, label: 0, size: 1488690
id: 192.png, label: 0, size: 521985
id: 194.png, label: 0, size: 507960
id: 196.png, label: 0, size: 572985
id: 198.png, label: 0, size: 1594515
id: 200.png, label: 0, size: 2159085
id: 203.png, label: 0, size: 1711560
id: 204.png, label: 0, size: 884595
id: 205.png, label: 0, size: 3879315
id: 206.png, label: 0, size: 1206660
id: 210.png, label: 0, size: 1347420
id: 438.png, label: 1, size: 5665080
id: 439.png, label: 1, size: 505410
id: 440.png, label: 1, size: 1004955
id: 441.png, label: 1, size: 2319735
id: 442.png, label: 1, size: 2112675
id: 443.png, label: 1, size: 3296130
id: 444.png, label: 1, size: 2904195
id: 445.png, label: 1, size: 465375
id: 446.png, label: 1, size: 1198500
id: 447.png, label: 1, size: 2025975
id: 448.png, label: 1, size: 2642055
id: 449.png, label: 1, size: 1290045
id: 450.png, label: 1, size: 1041930
id: 451.png, label: 1, size: 568140
id: 452.png, label: 1, size: 3532260
id: 453.png, label: 1, size: 330990
id: 454.png, label: 1, size: 893520
id: 455.png, label: 1, size: 3136755
id: 458.png, label: 1, size: 1417545
id: 460.png, label: 1, size: 1829625
id: 461.png, label: 1, size: 470220
id: 462.png, label: 1, size: 2848605
id: 464.png, label: 1, size: 3259665
id: 465.png, label: 1, size: 3242580
id: 466.png, label: 1, size: 3808170
id: 467.png, label: 1, size: 842775
id: 469.png, label: 1, size: 4911810
id: 472.png, label: 1, size: 1403010
id: 473.png, label: 1, size: 2095080
id: 475.png, label: 1, size: 5407530
id: 476.png, label: 1, size: 6294165
id: 480.png, label: 1, size: 7304220
id: 648.png, label: 2, size: 0
id: 649.png, label: 2, size: 0
id: 650.png, label: 2, size: 0
id: 651.png, label: 2, size: 0
id: 652.png, label: 2, size: 0
id: 653.png, label: 2, size: 0
id: 654.png, label: 2, size: 0
id: 655.png, label: 2, size: 0
id: 656.png, label: 2, size: 0
id: 658.png, label: 2, size: 0
id: 659.png, label: 2, size: 0
id: 660.png, label: 2, size: 0
id: 661.png, label: 2, size: 0
id: 662.png, label: 2, size: 0
id: 663.png, label: 2, size: 0
id: 664.png, label: 2, size: 0
id: 665.png, label: 2, size: 0
id: 668.png, label: 2, size: 0
id: 669.png, label: 2, size: 0
id: 670.png, label: 2, size: 0
id: 671.png, label: 2, size: 0

test set£º
id: 1.png, label: 0, size: 62730
id: 10.png, label: 0, size: 1378530
id: 12.png, label: 0, size: 126990
id: 14.png, label: 0, size: 196605
id: 19.png, label: 0, size: 82365
id: 36.png, label: 0, size: 1704675
id: 38.png, label: 0, size: 504135
id: 39.png, label: 0, size: 377400
id: 43.png, label: 0, size: 144075
id: 45.png, label: 0, size: 1153110
id: 48.png, label: 0, size: 1227060
id: 62.png, label: 0, size: 3588360
id: 68.png, label: 0, size: 3307860
id: 69.png, label: 0, size: 147390
id: 70.png, label: 0, size: 173655
id: 72.png, label: 0, size: 1337475
id: 78.png, label: 0, size: 216495
id: 93.png, label: 0, size: 630870
id: 101.png, label: 0, size: 263160
id: 103.png, label: 0, size: 1850535
id: 107.png, label: 0, size: 358785
id: 114.png, label: 0, size: 843030
id: 117.png, label: 0, size: 411315
id: 119.png, label: 0, size: 191250
id: 123.png, label: 0, size: 944010
id: 129.png, label: 0, size: 238935
id: 132.png, label: 0, size: 534480
id: 139.png, label: 0, size: 657645
id: 145.png, label: 0, size: 323595
id: 146.png, label: 0, size: 126225
id: 149.png, label: 0, size: 578850
id: 150.png, label: 0, size: 79560
id: 155.png, label: 0, size: 2219520
id: 156.png, label: 0, size: 310845
id: 163.png, label: 0, size: 170340
id: 169.png, label: 0, size: 87975
id: 181.png, label: 0, size: 1345635
id: 184.png, label: 0, size: 2389095
id: 191.png, label: 0, size: 274380
id: 193.png, label: 0, size: 171615
id: 199.png, label: 0, size: 3104370
id: 201.png, label: 0, size: 414375
id: 207.png, label: 0, size: 2072130
id: 208.png, label: 0, size: 216750
id: 214.png, label: 0, size: 940695
id: 217.png, label: 0, size: 1453500
id: 225.png, label: 0, size: 750720
id: 227.png, label: 0, size: 425340
id: 237.png, label: 0, size: 1589925
id: 241.png, label: 0, size: 758625
id: 249.png, label: 0, size: 828495
id: 250.png, label: 0, size: 409530
id: 251.png, label: 0, size: 350370
id: 256.png, label: 0, size: 1602675
id: 270.png, label: 0, size: 370770
id: 280.png, label: 0, size: 916215
id: 285.png, label: 0, size: 1312230
id: 286.png, label: 0, size: 2871300
id: 287.png, label: 0, size: 1946925
id: 298.png, label: 0, size: 844560
id: 300.png, label: 0, size: 1599615
id: 310.png, label: 0, size: 1206660
id: 315.png, label: 0, size: 536265
id: 324.png, label: 0, size: 127245
id: 328.png, label: 0, size: 101490
id: 353.png, label: 0, size: 189975
id: 358.png, label: 0, size: 747915
id: 369.png, label: 0, size: 198390
id: 370.png, label: 0, size: 2611455
id: 372.png, label: 0, size: 1272960
id: 380.png, label: 0, size: 281775
id: 386.png, label: 0, size: 962115
id: 391.png, label: 0, size: 2276130
id: 394.png, label: 0, size: 622200
id: 396.png, label: 0, size: 308040
id: 397.png, label: 0, size: 1979055
id: 400.png, label: 0, size: 6191145
id: 403.png, label: 0, size: 2330955
id: 407.png, label: 0, size: 5981280
id: 410.png, label: 0, size: 2023680
id: 416.png, label: 0, size: 500565
id: 419.png, label: 0, size: 398565
id: 424.png, label: 0, size: 353175
id: 427.png, label: 0, size: 474810
id: 436.png, label: 0, size: 1604970
id: 437.png, label: 0, size: 64515
id: 456.png, label: 1, size: 1359150
id: 457.png, label: 1, size: 897855
id: 459.png, label: 1, size: 1936725
id: 468.png, label: 1, size: 1165860
id: 470.png, label: 1, size: 6036870
id: 471.png, label: 1, size: 6642240
id: 474.png, label: 1, size: 820590
id: 483.png, label: 1, size: 2750175
id: 486.png, label: 1, size: 5216280
id: 496.png, label: 1, size: 3857130
id: 501.png, label: 1, size: 7089255
id: 502.png, label: 1, size: 330225
id: 509.png, label: 1, size: 7635465
id: 514.png, label: 1, size: 3205095
id: 517.png, label: 1, size: 5337915
id: 518.png, label: 1, size: 1520055
id: 520.png, label: 1, size: 1252560
id: 529.png, label: 1, size: 759390
id: 532.png, label: 1, size: 2280975
id: 535.png, label: 1, size: 2033880
id: 537.png, label: 1, size: 273105
id: 540.png, label: 1, size: 653565
id: 541.png, label: 1, size: 358530
id: 543.png, label: 1, size: 2171325
id: 544.png, label: 1, size: 2959275
id: 550.png, label: 1, size: 3241560
id: 552.png, label: 1, size: 3359370
id: 556.png, label: 1, size: 6111585
id: 558.png, label: 1, size: 1843395
id: 560.png, label: 1, size: 349095
id: 561.png, label: 1, size: 1584570
id: 563.png, label: 1, size: 2558670
id: 567.png, label: 1, size: 819825
id: 575.png, label: 1, size: 3674805
id: 582.png, label: 1, size: 1141635
id: 583.png, label: 1, size: 1845180
id: 598.png, label: 1, size: 1014645
id: 615.png, label: 1, size: 831300
id: 622.png, label: 1, size: 3070455
id: 624.png, label: 1, size: 1955340
id: 636.png, label: 1, size: 3866820
id: 641.png, label: 1, size: 2411280
id: 646.png, label: 1, size: 591600
id: 657.png, label: 2, size: 0
id: 666.png, label: 2, size: 0
id: 667.png, label: 2, size: 0
id: 675.png, label: 2, size: 0
id: 677.png, label: 2, size: 0
id: 682.png, label: 2, size: 0
id: 687.png, label: 2, size: 0
id: 698.png, label: 2, size: 0
id: 699.png, label: 2, size: 0
id: 700.png, label: 2, size: 0
id: 709.png, label: 2, size: 0
id: 712.png, label: 2, size: 0
